Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/Iteration,Diagnostics/SamplerIteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumUpdates,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,Diagnostics/StepsPerSecond,Diagnostics/NonEvalSamplesPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/OptThrottle,Traj_Infos/Length,Traj_Infos/Return,Traj_Infos/NonzeroRewards,Traj_Infos/DiscountedReturn,Traj_Infos/reachv1_episode_success,Traj_Infos/reachv1_episode_success_traj_sum,Traj_Infos/pushv1_episode_success,Traj_Infos/pushv1_episode_success_traj_sum,Traj_Infos/pickplacev1_episode_success,Traj_Infos/pickplacev1_episode_success_traj_sum,Traj_Infos/dooropenv1_episode_success,Traj_Infos/dooropenv1_episode_success_traj_sum,Traj_Infos/drawerclosev1_episode_success,Traj_Infos/drawerclosev1_episode_success_traj_sum,Traj_Infos/buttonpresstopdownv1_episode_success,Traj_Infos/buttonpresstopdownv1_episode_success_traj_sum,Traj_Infos/windowopenv1_episode_success,Traj_Infos/windowopenv1_episode_success_traj_sum,Traj_Infos/basketballv1_episode_success,Traj_Infos/basketballv1_episode_success_traj_sum,Traj_Infos/draweropenv1_episode_success,Traj_Infos/draweropenv1_episode_success_traj_sum,Traj_Infos/doorclosev1_episode_success,Traj_Infos/doorclosev1_episode_success_traj_sum,Traj_Infos/shelfplacev1_episode_success,Traj_Infos/shelfplacev1_episode_success_traj_sum,Traj_Infos/sweepintov1_episode_success,Traj_Infos/sweepintov1_episode_success_traj_sum,Traj_Infos/leverpullv1_episode_success,Traj_Infos/leverpullv1_episode_success_traj_sum,Traj_Infos/episode_success,Traj_Infos/episode_success_traj_sum,Traj_Infos/training_episode_success,Traj_Infos/training_episode_success_traj_sum,Traj_Infos/testing_episode_success,Traj_Infos/testing_episode_success_traj_sum,Traj_Infos/demonstration_success,Traj_Infos/demonstration_success_traj_sum,Traj_Infos/timeout,Traj_Infos/timeout_traj_sum,loss/Average,loss/Std,loss/Median,loss/Min,loss/Max,pi_loss/Average,pi_loss/Std,pi_loss/Median,pi_loss/Min,pi_loss/Max,eta_loss/Average,eta_loss/Std,eta_loss/Median,eta_loss/Min,eta_loss/Max,alpha_loss/Average,alpha_loss/Std,alpha_loss/Median,alpha_loss/Min,alpha_loss/Max,value_loss/Average,value_loss/Std,value_loss/Median,value_loss/Min,value_loss/Max,alpha_mu_loss/Average,alpha_mu_loss/Std,alpha_mu_loss/Median,alpha_mu_loss/Min,alpha_mu_loss/Max,alpha_sigma_loss/Average,alpha_sigma_loss/Std,alpha_sigma_loss/Median,alpha_sigma_loss/Min,alpha_sigma_loss/Max,mu_kl/Average,mu_kl/Std,mu_kl/Median,mu_kl/Min,mu_kl/Max,sigma_kl/Average,sigma_kl/Std,sigma_kl/Median,sigma_kl/Min,sigma_kl/Max,advantage/Average,advantage/Std,advantage/Median,advantage/Min,advantage/Max,normalized_return/Average,normalized_return/Std,normalized_return/Median,normalized_return/Min,normalized_return/Max,alpha/Average,alpha/Std,alpha/Median,alpha/Min,alpha/Max,eta/Average,eta/Std,eta/Median,eta/Min,eta/Max,alpha_mu/Average,alpha_mu/Std,alpha_mu/Median,alpha_mu/Min,alpha_mu/Max,alpha_sigma/Average,alpha_sigma/Std,alpha_sigma/Median,alpha_sigma/Min,alpha_sigma/Max,pi_mu/Average,pi_mu/Std,pi_mu/Median,pi_mu/Min,pi_mu/Max,pi_log_std/Average,pi_log_std/Std,pi_log_std/Median,pi_log_std/Min,pi_log_std/Max,policy_kl/Average,policy_kl/Std,policy_kl/Median,policy_kl/Min,policy_kl/Max,entropy/Average,entropy/Std,entropy/Median,entropy/Min,entropy/Max,perplexity/Average,perplexity/Std,perplexity/Median,perplexity/Min,perplexity/Max,optim_buffer_wait_time/Average,optim_buffer_wait_time/Std,optim_buffer_wait_time/Median,optim_buffer_wait_time/Min,optim_buffer_wait_time/Max
82235,264,41.09352731704712,0,0,109.13179230690002,0,0,0.0,0.0,nan,nan,nan,1.0,311.4962121212121,5168.4853914028145,300.0,1525.4802420019735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
82113,264,82.50064015388489,24,128,787.7164859771729,5046272,2100,3.409090909090909,3.409090909090909,7436.4659961693815,7919.726229851688,3.0946763456182507,0.43956885036248466,311.03409090909093,16178.209127827802,300.0,4678.4017383688815,0.16666666666666666,16.83333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.8412698412698412,83.38095238095245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07828282828282827,7.780303030303037,0.129979035639413,12.918238993710704,0.0,0.0,0.0,0.0,0.0,0.0,6101.915307357424,55141.32794132135,143.52772521972656,17.561100006103516,1199490.625,4.2985801250594005,0.27700177382146945,4.281578302383423,2.950814723968506,10.729833602905273,34.94136756738027,4.575293849262377,36.12048149108887,7.4019598960876465,39.05099105834961,nan,nan,nan,nan,nan,6062.66848315466,55140.962890577255,102.23369979858398,5.582142353057861,1199447.75,0.006960093178121107,0.0002490685664348975,0.006819864269345999,0.006705031264573336,0.007500000298023224,-0.0013068569660371005,0.0012768142465443921,-0.0009602342615835369,-0.008942102082073689,9.359311661683023e-06,0.004699470133690998,0.0035477356469208123,0.0039431031327694654,2.0958091226930264e-06,0.02423282340168953,0.0013168569449428127,0.001276814192828421,0.0009702341631054878,6.406886541299173e-07,0.008952101692557335,4.094262,105.93631,-1.2421863,-57.191135,27758.244,4.096673,106.77167,-0.5730222,-57.387234,27758.162,nan,nan,nan,nan,nan,1.1248633913199106,0.07338172552378733,1.123838722705841,1.0,1.2494193315505981,0.9280124443769455,0.03320914899131758,0.9093151986598969,0.8940042853355408,1.0,1.139656195271583,0.08503173102290384,1.1338472962379456,0.9997626543045044,1.2807260751724243,0.03990951102256077,0.019147024235009445,0.040766192600131035,-0.010621077381074429,0.12304522097110748,0.7105380772976648,0.01222607990415424,0.7078899145126343,0.6787874102592468,0.7614792585372925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0
82119,264,124.61014080047607,49,258,1484.5520331859589,10171392,4600,3.996003996003996,3.7048223094734722,7354.84867344807,7827.884696065999,3.5876470567752903,0.5107166943969238,311.0568181818182,15266.92150616835,300.0,4508.914309519828,0.05555555555555555,5.611111111111117,0.0,0.0,0.0,0.0,0.0,0.0,0.888888888888889,94.73015873015883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744949494949495,7.917929292929302,0.12368972746331237,13.14675052410903,0.0,0.0,0.0,0.0,0.0,0.0,79.01201348686219,477.1177601325067,43.0335636138916,5.731090068817139,12660.34765625,4.376960865592957,0.4066025305327967,4.364512920379639,2.7869229316711426,7.291266918182373,25.22223263580799,11.043271881494604,32.068546295166016,0.6421605348587036,36.27749252319336,nan,nan,nan,nan,nan,49.40596560754776,476.06238085151216,7.38528037071228,0.5792413949966431,12621.0048828125,0.006840689403191209,0.0001840611015856926,0.00687438203021884,0.006554954219609499,0.0071038007736206055,-0.001911160365701653,0.0008001115333529689,-0.0017750311526469886,-0.005323519930243492,-0.0006686449632979929,0.007841930390289053,0.0033579626423428815,0.007069332525134087,0.0014485142892226577,0.021970320492982864,0.0019211603324627504,0.000800111488265865,0.0017850312287919223,0.0006786449812352657,0.005333519075065851,0.03178359,9.463593,-0.3094452,-19.966413,3037.911,-0.34430394,11.307569,-0.7070526,-26.39941,3037.291,nan,nan,nan,nan,nan,1.3798427147865295,0.07396434472709375,1.3822811245918274,1.2495228052139282,1.504928469657898,0.9120919324398041,0.024541480987012716,0.9165841341018677,0.8739939332008362,0.947173535823822,1.3948260685443878,0.06808908850744846,1.4021229147911072,1.2807917594909668,1.4971458911895752,0.063189372863248,0.015596711882308913,0.06229773722589016,0.0054374150931835175,0.11696077138185501,0.7242456192493438,0.01391217193390821,0.7237278819084167,0.6905373930931091,0.768504798412323,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0
82082,264,166.81741428375244,73,383,2160.788281917572,15099392,7000,3.9896103896103896,3.797768810823641,7287.3940272253,7772.515440749058,3.5490555327395943,0.5054982624382215,310.9166666666667,12916.915987125218,298.18939393939394,3780.271583907682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9365079365079364,93.04761904761914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10.10000000000001,0.0,0.0,0.08585858585858586,8.549242424242433,0.12368972746331236,12.28930817610064,0.02857142857142857,2.8857142857142883,0.0,0.0,0.0,0.0,81.71662757158279,505.13691985112973,19.228699684143066,5.019649982452393,11086.4658203125,4.417628067433834,0.37672484495258207,4.4080140590667725,2.7307918071746826,7.445263862609863,16.170566549474994,13.044401174448327,12.920050621032715,0.36761003732681274,35.333492279052734,nan,nan,nan,nan,nan,61.12222012653947,502.86017588837194,1.864031732082367,0.2944487929344177,11047.9765625,0.006196239952114411,0.0004329069704292299,0.0062204995192587376,0.005463704001158476,0.006824016105383635,-0.0014321542244821709,0.0005235241408259021,-0.0012856866233050823,-0.004195030778646469,-0.0006455871043726802,0.005238254953098173,0.001868518306707057,0.004900646163150668,0.002187261125072837,0.015161956660449505,0.0014421542094593556,0.0005235241417503665,0.001295686757657677,0.0006555870641022921,0.0042050303891301155,0.018889057,10.603212,-0.23115723,-10.377798,2353.4907,-0.29589975,10.98635,-0.5668417,-13.9930105,2355.6438,nan,nan,nan,nan,nan,1.6107873851557573,0.05820932250680595,1.6115551590919495,1.5050357580184937,1.7086061239242554,0.8261653421819211,0.05772093013335679,0.8294000029563904,0.728493869304657,0.9098685383796692,1.597255997856458,0.05802756635989412,1.6004090309143066,1.4972035884857178,1.69972825050354,0.03968200551126453,0.017905748355092316,0.03946483135223389,-0.0003613621520344168,0.08797550201416016,0.7287087883303562,0.0101086965168229,0.7293577194213867,0.6934499740600586,0.7593498229980469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0
82046,264,208.5284252166748,97,507,2833.9595823287964,19987968,9400,4.021784666945957,3.852557698711545,7262.008937418581,7741.699805127619,3.565214379362128,0.5070348367535545,310.780303030303,13780.649403399026,300.0,4150.119594628665,0.0,0.0,0.0101010101010101,0.0101010101010101,0.0,0.0,0.0,0.0,0.984126984126984,100.98412698412709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,2.244444444444442,0.0,0.0,0.08207070707070706,8.289141414141422,0.1320754716981132,13.339622641509445,0.006349206349206349,0.6412698412698405,0.0,0.0,0.0,0.0,40.18207499802113,141.58509628745335,8.765310287475586,4.928600311279297,2924.132080078125,4.478520910243193,0.2979082478482189,4.450833559036255,3.1779680252075195,7.417560577392578,12.13185068498055,13.388947990708182,3.4339208602905273,0.305607408285141,35.181556701660156,nan,nan,nan,nan,nan,23.56679231267112,137.5509416661642,0.8300802409648895,0.11798105388879776,2885.078125,0.004893040907918475,0.0003486673725141385,0.0050635258667171,0.004099484533071518,0.005463272333145142,-0.001170286945719757,0.00047020933748679716,-0.0010484373779036105,-0.0035533711779862642,-0.00044109957525506616,0.005258396375526596,0.002233046401855252,0.004629090428352356,0.0019152014283463359,0.015287129208445549,0.0011802869221961979,0.00047020932738637406,0.0010584372794255614,0.00045109965139999986,0.0035633710213005543,0.0044468823,6.6715903,-0.08507785,-10.515985,1345.7797,-0.24643546,6.918807,-0.5606447,-10.659385,1347.0641,nan,nan,nan,nan,nan,1.7991332765420278,0.04885176703623571,1.8042106628417969,1.7086864709854126,1.879267692565918,0.6524054668595394,0.04648898213227326,0.6751367747783661,0.546597957611084,0.728436291217804,1.8005185085038344,0.06167509817344046,1.8058855533599854,1.6998263597488403,1.9041545391082764,0.034558750820816234,0.01948258375351304,0.0402377974241972,-0.01907484605908394,0.06885197013616562,0.7384269260366758,0.006193067285432288,0.7383714616298676,0.7168135046958923,0.759507417678833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0
82102,264,250.63169860839844,121,632,3510.488612174988,24915968,11800,3.9896103896103896,3.87966463915831,7284.24026552176,7767.654370687074,3.547519609832026,0.5054166410625233,310.99242424242425,17585.26243087425,299.0833333333333,4699.02138813861,0.0,0.0,0.0505050505050505,5.141414141414141,0.0,0.0,0.0,0.0,0.8571428571428571,88.25396825396835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08888888888888888,6.788888888888888,0.0,0.0,0.08459595959595959,8.434343434343443,0.12368972746331236,12.723270440251584,0.025396825396825397,1.9396825396825392,0.0,0.0,0.0,0.0,28.077128081917763,87.43438593818192,6.995357513427734,4.9059929847717285,1357.3848876953125,4.496541517774264,0.2892321801167278,4.480854272842407,3.2394931316375732,7.92502498626709,9.463662037687998,11.965704542096676,1.8698614835739136,0.3085997998714447,33.957977294921875,nan,nan,nan,nan,nan,14.11346836388732,83.0116734649458,0.6956150829792023,0.09744371473789215,1320.718994140625,0.0034360089621623046,0.0002679750421899498,0.0032982411794364452,0.00307005294598639,0.00409872829914093,-0.0012168988192934195,0.00047323035052175804,-0.0011299243778921664,-0.005053533241152763,-0.00036289103445596993,0.005503474505191359,0.002536352914397939,0.004919890314340591,0.0019623173866420984,0.02261836640536785,0.0012268987985832307,0.00047323034673757967,0.0011399242212064564,0.0003728910814970732,0.0050635323859751225,0.014674369,5.125164,-0.06972405,-25.522078,1226.6783,-0.18651052,5.385396,-0.51804554,-9.371627,1244.6533,nan,nan,nan,nan,nan,1.9613539290924866,0.04996128231751369,1.9563469886779785,1.8793318271636963,2.0482099056243896,0.4581345371653636,0.03573000784779626,0.43976543843746185,0.409340500831604,0.5464969873428345,2.0209961311519145,0.06731134863630017,2.019750952720642,1.9043482542037964,2.1272404193878174,0.023652597938228912,0.012447777899992038,0.023373317904770374,-0.022313185036182404,0.06340932846069336,0.7426657279829184,0.006455373006908517,0.7425830960273743,0.7231481075286865,0.7713106870651245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0
82080,264,292.93921303749084,146,762,4213.242184877396,30041088,14300,3.996003996003996,3.899512560929884,7292.912052074779,7760.088709438626,3.5574347781489895,0.5052319710549749,310.90909090909093,23882.495818410185,299.1818181818182,6951.467718437747,0.0,0.0,0.1616161616161616,15.353535353535367,0.0,0.0,0.0,0.0,0.8095238095238095,78.58730158730165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,26.988888888888916,0.0,0.0,0.11237373737373736,11.23737373737375,0.14046121593291405,13.566037735849068,0.06984126984126984,7.711111111111118,0.0,0.0,0.0,0.0,23.501613743782045,51.636080134476195,8.610295295715332,4.849824905395508,973.9114379882812,4.427177135276795,0.2616770578844182,4.424768924713135,2.943094491958618,7.183990955352783,11.175144439589976,12.391166744817939,3.198039174079895,0.29556167125701904,33.22972869873047,nan,nan,nan,nan,nan,7.896814851164818,47.211326186487916,1.0202643871307373,0.10725539177656174,937.6461181640625,0.002455111176520586,0.0004932483191601037,0.0024687914410606027,0.0016110463766381145,0.003104743082076311,-0.0007808014575159178,0.00037511052804549037,-0.0006718646618537605,-0.0030326046980917454,-0.0002990448265336454,0.005268219858873636,0.0019529827861836742,0.004786051576957107,0.0022799812722951174,0.02118043228983879,0.0007908014478394762,0.00037511051863672206,0.0006818646506872028,0.0003090448444709182,0.003042604774236679,0.010631741,3.8536816,-0.07244757,-27.7219,625.2555,-0.044376973,4.1273785,-0.42073035,-8.389349,625.4364,nan,nan,nan,nan,nan,2.1411960370063783,0.05491840470186658,2.140838146209717,2.048274040222168,2.2355754375457764,0.3273481633245945,0.06576644390938255,0.32917219400405884,0.2148061841726303,0.41396579146385193,2.2229678267478943,0.05001638267282608,2.222928285598755,2.127300262451172,2.3125336170196533,0.023475277704329348,0.01613457298130789,0.02462195884436369,-0.03106536529958248,0.06576976925134659,0.7325642789363861,0.007345734957363611,0.7321567535400391,0.7150009274482727,0.7541846632957458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0
82051,264,334.84707403182983,170,887,4891.0193610191345,34969088,16700,3.9896103896103896,3.9122095491881286,7270.8261261507,7750.02014188662,3.5409867497487175,0.5028602144466748,310.79924242424244,21176.876110105168,298.9015151515151,6142.020644725519,0.05555555555555555,5.611111111111117,0.030303030303030304,3.0606060606060637,0.0,0.0,0.0,0.0,0.7619047619047619,78.6190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,29.222222222222246,0.0,0.0,0.10227272727272728,10.339646464646476,0.11320754716981132,11.654088050314478,0.08571428571428572,8.349206349206357,0.0,0.0,0.0,0.0,21.008920067747432,44.63368822481082,9.524940490722656,4.883179187774658,835.1151123046875,4.404142132500808,0.3262577134435804,4.422852039337158,2.5823676586151123,7.740692138671875,9.841175092247624,10.900630789714954,3.9947173595428467,0.3506651520729065,32.898345947265625,nan,nan,nan,nan,nan,6.762178023432692,40.36138511591367,0.9852677583694458,0.08404726535081863,799.6412353515625,0.0014005266249296254,8.24761625491059e-05,0.0013975603505969048,0.0012435902608558536,0.0016104151727631688,-0.0007991205808381589,0.00023506464832705694,-0.0007614344067405909,-0.0016262511489912868,-0.0003756660153158009,0.00706370403621501,0.0024393361049866225,0.006649336777627468,0.0029928695876151323,0.02643701620399952,0.0008091205646148107,0.00023506463823632463,0.0007714343955740333,0.00038566600414924324,0.0016362509923055768,0.008638439,3.5285554,-0.073893055,-38.319195,557.7049,-0.007826756,3.7762475,-0.357154,-6.869271,563.25006,nan,nan,nan,nan,nan,2.3275957881410916,0.05214408047229522,2.328948974609375,2.2356536388397217,2.4180235862731934,0.1867368861908714,0.01099682194409917,0.18634139001369476,0.16581203043460846,0.21472200751304626,2.428979402780533,0.07051409735839745,2.4313061237335205,2.3126142024993896,2.548396110534668,0.03446451980055713,0.024935545500951648,0.03710400126874447,-0.027834931388497353,0.0907839983701706,0.7319929727911949,0.006127124649729001,0.7312039732933044,0.7186830043792725,0.7521839737892151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0
82088,264,376.4542405605316,194,1011,5563.671224355698,39857664,19100,4.021784666945957,3.925649029506596,7267.616825962747,7746.798324633508,3.5679675190302027,0.5073974844038316,310.93939393939394,28415.298192596012,300.0,8003.876482871749,0.0,0.0,0.06060606060606061,3.1313131313131333,0.0,0.0,0.0,0.0,0.8730158730158729,86.65079365079373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,30.288888888888916,0.0,0.0,0.10984848484848485,10.726010101010111,0.1278825995807128,12.09433962264152,0.08253968253968254,8.653968253968262,0.0,0.0,0.0,0.0,67.60621280372143,648.6557175153898,14.86030387878418,4.948160648345947,13996.9892578125,4.473485650817553,0.30193785067578893,4.494561433792114,2.9608356952667236,7.975946426391602,12.252077952375014,11.254481273822384,8.397069931030273,0.3510054349899292,31.864364624023438,nan,nan,nan,nan,nan,50.879248768622055,647.2581361994972,1.7216089963912964,0.09334234893321991,13961.6357421875,0.0013748548226916076,0.0002589148715422832,0.0012425993336364627,0.001097209402360022,0.00193289655726403,-0.0009524571157453466,0.0003694334478974574,-0.0008896742074284703,-0.003200561972334981,-0.00036935467505827546,0.009197360316175036,0.003992079062236479,0.008160135708749294,0.0037864798214286566,0.03873131424188614,0.0009624571028083058,0.0003694334410182891,0.0008996741671580821,0.0003793547220993787,0.00321056111715734,0.018988527,9.582318,-0.13019365,-37.897816,4619.0107,0.26597527,9.7066,-0.18820706,-6.995722,4618.6216,nan,nan,nan,nan,nan,2.513978198369344,0.05761740103275842,2.512044668197632,2.4181113243103027,2.619654655456543,0.18331397846962014,0.03452198229606108,0.1656799390912056,0.14629456400871277,0.2577194571495056,2.664810549914837,0.07393124125539605,2.6585198640823364,2.548478841781616,2.7970938682556152,0.06033629614141925,0.019035555444352953,0.060509687289595604,-0.0035119850654155016,0.11755223572254181,0.7462766797592243,0.008141635996718573,0.746161550283432,0.72607421875,0.7701392769813538,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0
81951,264,418.25395941734314,218,1136,6242.748959541321,44785664,21500,3.9896103896103896,3.9326870312785807,7256.901153817023,7732.888745149081,3.5342051073784204,0.5032969238671287,310.42045454545456,52923.58882611221,292.1628787878788,14177.661215000384,0.0,0.0,0.11111111111111109,10.333333333333345,0.031746031746031744,4.793650793650799,0.0,0.0,0.8888888888888887,91.39682539682549,0.6481481481481481,72.90740740740746,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,2.83333333333333,0.0,0.0,0.33333333333333326,36.04444444444448,0.0,0.0,0.1717171717171717,18.138888888888907,0.2180293501048218,23.102725366876335,0.10158730158730156,10.622222222222232,0.0,0.0,0.0,0.0,23.239300051132837,16.82297563578805,18.682446479797363,5.513421058654785,180.13999938964844,4.426030440529187,0.3124987143165755,4.4279115200042725,3.4467875957489014,6.58339262008667,13.016329407542944,9.074325120970574,10.570198059082031,0.5284714698791504,31.07015037536621,nan,nan,nan,nan,nan,5.7945665767416354,10.68467945295905,3.7430460453033447,0.32688450813293457,146.68002319335938,0.0023446287564001978,0.00031887637251247204,0.0023729673121124506,0.0019331948133185506,0.0028853972908109426,-0.000892775409653647,0.0003751959791707474,-0.0008158400887623429,-0.004101616330444813,-0.0004029032133985311,0.010377175826191281,0.00595519022846025,0.008932001423090696,0.004339518956840038,0.05477602779865265,0.000902775393005868,0.0003751959650219421,0.0008258400775957853,0.0004129032022319734,0.004111616872251034,0.008538342,3.3365974,-0.10358344,-38.0178,256.04642,0.8722576,4.4785533,-0.18213099,-6.368134,259.01907,nan,nan,nan,nan,nan,2.735270881354809,0.06405245033979139,2.7401223182678223,2.619765520095825,2.835263252258301,0.3126171713570754,0.04251684943807286,0.31639564037323,0.25775930285453796,0.3847196698188782,2.899522139330705,0.06554476182432842,2.8939120769500732,2.7971949577331543,3.014665365219116,0.07181797839934007,0.016430570174458044,0.07202327251434326,0.014978284016251564,0.13176113367080688,0.7510024762153625,0.005734617406543064,0.7511831223964691,0.7188124060630798,0.7649102807044983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0
